date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
15/02/24,(117.54),238.8.9,?,ERROR,4484211units,NaN,?,↑,NaN
2024**04**05,none,NaN,NaN,ERROR,6799507units,(255.08),1401,↑,outlier
13/03/24,218.7.5,none,NaN,198.3abc,{8650830},NaN,1146,???,132.18??
14/01/24,none,?,?,108.69,,none,low,???,outlier
2024/03/29,(184.11),ERROR,NaN,225.07,,NaN,795,↓,outlier
2024/01/22,113.24,NaN,NaN,291.67abc,8434440units,ERROR,155,Down,136.04??
2024-02-29,297.6.5,249.92,none,179.3abc,"6954895,abc",154.2.4,1260,???,NaN
08-03-2024,202.96abc,?,244.13,135.x,"3990453,abc",297.5abc,24.65,Down,268.77
2024-03-08,ERROR,NaN,249.66,(221.03),{8052153},274.03,8.25.x,Down,277.22
2024/04/19,232.71,NaN,(255.26),(125.75),4490850units,(205.62),none,Up,outlier
05-01-2024,NaN,ERROR,ERROR,291.8.1,"5295773,abc",139.1,11.65.x,down,NaN
2024/03/01,NaN,234.65,(186.72),ERROR,"7898393,abc",128.68abc,673,UP,273.93
28-03-2024,169.3.2,163.8.0,241.95,?,"1768980,abc",none,1162,down,NaN
05-02-2024,223.75abc,240.42,?,NaN,,none,high,Down,205.21
2024/01/16,ERROR,(228.14),?,176.3.5,Null,122.1.0,1372,UP,105.26
29/01/24,?,145.x,(117.52),139.x,2121784,200.2.8,?,UP,NaN
09/03/24,ERROR,(124.2),ERROR,ERROR,,138.0.8,44.46.x,↑,NaN
2024/04/23,268.53abc,none,?,116.48abc,Null,283.36,129,Down,NaN
08/03/24,ERROR,?,274.31abc,290.02,7278024units,?,1.05,down,212.78
11/02/24,?,131.x,287.x,none,8171401units,?,448,↑,230.79??
2024/04/09,267.6.0,?,181.2.1,?,7940144,297.1.7,91.43.x,Up,247.38??
2024-02-29,158.25abc,206.55abc,139.x,NaN,Null,291.99,low,down,164.26
2024**04**05,207.2.4,136.26,?,none,2505531units,273.x,1019,UP,291.42
2024-03-22,(163.75),197.65,?,none,,111.17,49.47,UP,180.99
18/02/24,none,257.19,ERROR,NaN,,ERROR,4.49.x,???,outlier
27-04-2024,(126.09),none,none,?,6345426,?,high,Down,NaN
2024-04-19,none,?,165.45,170.x,"5776573,abc",?,197,Up,NaN
26-03-2024,ERROR,ERROR,219.31,107.3.4,,none,none,Down,outlier
11-02-2024,NaN,ERROR,NaN,228.44abc,,ERROR,165,Up,NaN
2024**04**05,165.3.4,176.x,135.76,?,Null,118.1.7,43.19.x,???,102.76
2024/01/01,147.92,NaN,187.0.4,271.13,,ERROR,44.05.x,↓,outlier
2024/04/25,none,280.84,197.2,NaN,2663217,none,none,Up,255.71??
2024-04-30,116.9abc,none,NaN,ERROR,8408763,281.x,5.97.x,Down,210.49
2024/03/27,209.x,164.x,288.26abc,204.7.4,6789959units,ERROR,74.54.x,Down,154.98??
18-04-2024,ERROR,202.78abc,none,none,,178.x,61.04.x,Up,NaN
01/01/24,138.6.4,191.76abc,210.x,NaN,"6383250,abc",none,72.7,UP,outlier
2024-02-23,NaN,none,?,106.45abc,5599317,none,99.86.x,↑,outlier
15/04/24,NaN,ERROR,190.4.3,?,,123.x,71.05.x,Up,NaN
23/03/24,?,294.x,(107.16),125.73,"7848441,abc",none,none,Down,225.25??
07/03/24,206.x,ERROR,121.38,none,8802974,NaN,64.41,↑,outlier
12/01/24,295.64abc,ERROR,262.x,ERROR,"7975874,abc",239.14,44.77,↓,191.36
17-04-2024,(153.32),265.2.2,?,103.53,6414700units,144.9.2,?,???,142.07
17/04/24,224.x,275.27abc,283.x,ERROR,{4296648},?,?,↓,NaN
2024/04/04,184.x,(204.25),ERROR,?,"3609238,abc",NaN,1346,UP,NaN
10/03/24,?,?,NaN,(219.2),8484990units,none,none,???,outlier
2024-04-20,none,ERROR,(116.25),(251.0),Null,ERROR,270,UP,252.5??
17/01/24,232.x,NaN,NaN,NaN,"4229734,abc",ERROR,67.1.x,down,283.6??
2024-02-24,ERROR,245.09abc,288.3,209.54abc,2732996units,(275.59),2.68,down,221.74??
18-04-2024,none,285.0.3,107.27abc,?,2393058,243.41abc,1421,Down,156.59??
2024/01/12,NaN,ERROR,262.85,(146.84),2117957units,(109.82),924,↓,NaN
2024-03-22,125.x,(266.13),108.x,(191.77),{1064131},none,6.61,↓,outlier
2024/03/17,(118.94),163.1.2,NaN,140.94,Null,NaN,42.72.x,↓,NaN
2024-01-18,213.2.1,NaN,?,(289.86),2504577,287.x,?,UP,NaN
07/04/24,ERROR,(272.35),119.3.4,none,,ERROR,low,UP,239.86??
15-03-2024,135.0.8,(199.68),203.x,?,,114.6.2,527,???,291.79??
2024/03/26,202.7.9,(292.27),(227.2),(156.7),6982242,ERROR,565,UP,outlier
07/03/24,276.68abc,?,162.x,128.22,{1779819},(240.99),78.34,↓,NaN
2024-04-28,102.6abc,?,?,265.x,{2516787},170.58,325,Up,117.91
2024-04-09,ERROR,none,105.0.2,179.0.2,Null,297.9.4,high,???,NaN
2024/03/02,132.2.2,149.9.6,156.0.0,NaN,6367743units,ERROR,91.78.x,↓,111.49??
2024-01-22,NaN,219.01,(104.64),none,6741039,(199.85),40.08.x,down,outlier
31/01/24,ERROR,238.91,159.8.2,?,"3989752,abc",ERROR,26.81.x,Up,239.88??
2024/01/05,126.3.8,NaN,183.59,266.x,8839317units,ERROR,324,↑,260.31
2024-04-28,(154.36),170.2.6,?,220.56,3225341,ERROR,743,↓,outlier
2024-01-23,(244.09),(294.76),111.x,ERROR,5965189units,222.77abc,72.13,Down,outlier
29-02-2024,ERROR,none,146.9.6,196.77abc,Null,none,33.17,UP,263.91??
18-04-2024,234.3,ERROR,(127.68),(137.51),"5826794,abc",(137.17),21.84.x,Down,outlier
15-01-2024,NaN,296.7.3,NaN,(244.23),,142.15,high,down,299.91
2024-02-11,NaN,264.1.9,179.9,150.6abc,4738714units,?,high,↑,243.08??
10/02/24,246.7.9,?,273.8.9,172.94,Null,NaN,?,↑,outlier
2024-04-30,ERROR,?,ERROR,(242.21),,ERROR,1225,UP,outlier
2024-04-03,220.19,185.x,244.x,none,{3436298},ERROR,none,↑,198.97??
24-01-2024,298.14abc,?,(248.49),none,6604869units,(249.52),47.23,Down,111.09
2024-04-10,184.05,none,161.5,?,Null,(244.35),964,UP,167.85??
02-02-2024,299.x,250.x,ERROR,(185.44),"4925184,abc",(279.61),high,↓,177.92
24/03/24,?,194.74,109.72,ERROR,5371005units,262.45abc,1342,↓,248.8
09-02-2024,ERROR,?,287.x,133.45,Null,108.x,17.47.x,UP,outlier
2024-02-09,ERROR,102.x,117.86abc,(150.42),Null,(195.61),96.16.x,down,NaN
2024/04/07,298.35,NaN,none,none,,NaN,29.01,↓,118.72??
16/03/24,118.x,ERROR,ERROR,196.24,{3963969},none,none,???,outlier
09/01/24,NaN,ERROR,ERROR,201.62,Null,293.35abc,35.53.x,UP,outlier
2024**04**05,ERROR,100.7.7,(154.11),148.99,{1996645},139.x,high,↓,246.86??
2024-04-12,ERROR,none,248.33abc,none,3335516,?,low,down,NaN
2024-04-03,none,289.03,255.36,180.8.2,Null,228.4.9,14.17,UP,NaN
2024/01/15,115.2.0,173.99,260.x,144.9.7,,(299.12),75.39,???,NaN
2024-04-24,ERROR,NaN,?,226.4.3,Null,171.96abc,15.92,Up,outlier
2024-02-18,(278.38),none,NaN,?,{6370395},157.9.5,60.45.x,down,143.01??
07-03-2024,NaN,?,231.79abc,NaN,5717571,137.8.1,low,Up,186.3??
26-03-2024,NaN,150.17,264.x,ERROR,Null,ERROR,232,???,NaN
05-01-2024,ERROR,ERROR,(111.3),(178.31),2624225units,ERROR,24.96,↑,298.01
2024-03-05,238.8.5,NaN,262.1.4,ERROR,"4783806,abc",(186.37),58.44.x,↓,NaN
10/03/24,?,(188.66),?,178.4.3,2595206units,none,46.95,Up,281.32??
01-01-2024,273.49abc,?,126.3.8,NaN,8939589,none,26.86.x,???,NaN
2024-01-31,NaN,167.0,?,200.34,Null,none,none,???,109.77
2024-03-01,234.x,?,140.x,?,"6121308,abc",255.x,30.53.x,down,225.37
08-03-2024,(171.0),104.x,NaN,175.84abc,{3467037},255.84,3,down,193.41??
2024-03-31,164.16abc,NaN,?,none,"5367337,abc",none,74.71.x,Up,206.63??
2024-04-29,ERROR,?,237.19abc,218.0.1,,ERROR,88.17,↑,221.83
2024/03/26,(288.62),ERROR,none,ERROR,"8382047,abc",115.9.5,63.19,↑,169.6
2024-03-21,NaN,211.36abc,NaN,(270.7),{6581172},none,77.76.x,UP,outlier
28/01/24,?,ERROR,162.x,ERROR,,(102.84),727,Down,outlier
2024/03/16,(132.57),ERROR,164.x,250.x,1619923units,ERROR,28.23.x,???,257.15
24-01-2024,NaN,286.x,222.71abc,215.02,7408026units,none,5.5,Down,298.35??
2024/01/04,125.2.4,210.x,none,none,3991367units,none,1346,???,200.48
2024/04/27,291.82abc,285.x,(252.67),(120.59),5886891,(181.86),1496,Up,outlier
13-02-2024,202.9abc,?,244.77,154.97abc,1562831units,?,-11,Up,outlier
10/03/24,104.9.8,?,245.5.5,ERROR,Null,127.5.3,828,???,outlier
29-04-2024,133.7abc,?,NaN,none,{3641106},270.5.5,none,???,NaN
26-01-2024,(248.86),154.86,105.x,138.82abc,,ERROR,high,UP,146.48??
01/02/24,NaN,(264.31),(104.6),156.48,{2123984},206.84abc,high,UP,263.16
24-01-2024,116.x,297.91abc,none,(161.88),{4070146},(182.61),27.8,Down,outlier
04-02-2024,ERROR,142.3.6,none,ERROR,2111223units,?,low,UP,141.93
2024-03-08,132.4.0,(229.13),178.x,(114.6),Null,268.64abc,?,???,265.4
2024-02-18,none,NaN,ERROR,192.04abc,4223927units,NaN,87.47,???,NaN
2024-04-22,123.5abc,none,none,209.18,8903634units,NaN,30.52,???,166.31??
06-02-2024,?,112.65abc,193.75abc,ERROR,{6448361},none,1014,↓,NaN
03-02-2024,NaN,244.78abc,?,189.0abc,,none,4.69,???,NaN
23-04-2024,240.4.6,none,NaN,254.04abc,"7520243,abc",292.5.1,4.74,↑,NaN
10-01-2024,241.4abc,NaN,?,241.x,"6396713,abc",?,63.47,Down,138.42
2024/04/20,112.5.5,184.66,ERROR,188.8.6,Null,261.92,935,↓,200.26??
2024/02/18,214.27,120.2,158.38,ERROR,8252060,179.39abc,low,down,NaN
2024/04/14,236.2.4,267.9.8,none,(104.62),3383711,ERROR,1457,UP,254.28
14/04/24,184.2.1,(143.96),138.3.7,(265.02),Null,(240.44),1353,Up,NaN
2024-03-19,ERROR,166.x,NaN,NaN,{3929837},198.x,91.47,Up,outlier
02/01/24,144.11abc,297.66abc,(102.04),129.5.9,3594188,NaN,97.53.x,Down,225.67??
2024-04-10,174.41abc,none,232.47abc,NaN,2596291,110.17,293,Up,279.09??
2024-13-02,NaN,(227.48),182.x,290.3.0,2055960units,184.47,none,↓,220.74
04/03/24,203.06abc,178.43abc,NaN,NaN,5742764,231.8.4,61.02,UP,outlier
29/03/24,108.0.4,113.x,?,NaN,2957446,245.03,57.22.x,down,outlier
2024-01-19,111.1.9,?,NaN,120.x,,?,high,Up,171.03??
2024-01-31,ERROR,?,244.19abc,249.05,Null,ERROR,high,↑,outlier
25/02/24,ERROR,?,259.x,?,"4138849,abc",(153.62),48.3.x,down,256.32
2024/02/19,221.x,(254.28),136.13abc,ERROR,6439589,none,none,Up,230.37
03-04-2024,ERROR,122.03abc,NaN,106.76,"6836219,abc",?,251,UP,202.61??
2024-03-19,NaN,NaN,?,158.x,,(191.53),high,↑,NaN
2024/03/01,NaN,297.5.8,none,145.x,6702611,(240.35),high,???,254.62
04-03-2024,ERROR,295.3.6,177.84abc,(123.95),1729968units,231.x,78.63.x,UP,outlier
2024**04**05,none,296.x,?,281.x,{4499370},none,31.94.x,UP,130.39??
2024-03-25,?,280.35,261.34,?,6863169,none,?,UP,outlier
13-04-2024,282.6.6,?,?,117.31abc,7537217,247.x,46.32,↓,NaN
2024-04-04,244.8.9,270.92,(251.14),134.74abc,"6061739,abc",?,90.79,↑,NaN
17-02-2024,103.45abc,none,165.0abc,NaN,6313604,273.x,1021,↓,NaN
01/02/24,285.16,none,108.1.8,(287.67),Null,(157.62),13.9.x,Up,NaN
07-04-2024,(233.75),?,none,NaN,{2562780},181.97,1052,↑,NaN
16-02-2024,ERROR,?,275.09,172.62,8841590units,221.25abc,397,???,NaN
2024/04/14,none,200.95,none,ERROR,Null,NaN,628,down,238.88??
2024/02/06,234.33,?,129.x,ERROR,3801183units,none,87.06.x,UP,131.22
09-02-2024,283.93abc,182.x,169.25abc,133.x,4748087,(132.18),74.32.x,down,NaN
2024/02/10,196.6.6,117.x,?,198.3.8,Null,none,889,Down,158.23
17-01-2024,NaN,(173.72),258.91,175.1.2,2306558units,134.26,?,down,233.41??
02/02/24,ERROR,269.9.1,ERROR,NaN,{6983945},280.3.8,60,↑,outlier
14/02/24,(263.98),NaN,?,135.31,7196509units,171.79,54.34,down,outlier
2024**04**05,ERROR,NaN,NaN,NaN,,none,933,↑,NaN
2024/02/05,(174.57),none,107.13abc,245.91abc,,?,74.23.x,Up,outlier
22-04-2024,NaN,ERROR,212.26abc,226.0.2,{3390883},NaN,?,Up,100.81
2024-02-16,107.01,none,165.85abc,?,"7562260,abc",?,79.12,down,235.26??
2024-01-02,none,ERROR,none,183.45abc,4146571units,136.04abc,none,UP,outlier
15-02-2024,200.x,none,193.64abc,125.x,5871838,none,81.03.x,Up,283.26
2024/02/25,106.6.5,?,111.7.5,299.x,Null,none,721,UP,NaN
2024-03-19,219.83abc,(206.98),?,290.46abc,{7414046},none,1148,↑,NaN
2024**04**05,?,ERROR,254.5.1,none,{7217677},?,37.96,Down,outlier
2024-01-08,none,none,?,233.x,6180125,(146.41),775,↑,NaN
2024-03-19,ERROR,?,NaN,201.8.7,Null,NaN,low,down,295.49
2024-01-20,?,156.65,292.99,?,Null,183.x,1267,↓,NaN
02-04-2024,(294.18),?,203.75abc,ERROR,2255214units,NaN,1139,Up,outlier
2024-04-20,(191.91),NaN,232.47,?,Null,ERROR,low,down,outlier
2024/03/07,(181.78),(221.63),275.x,283.8.4,Null,ERROR,52.55.x,UP,NaN
2024/01/26,192.5.0,?,124.5.3,none,"1493941,abc",112.6.1,81.41,UP,NaN
07-02-2024,ERROR,284.76,(257.17),ERROR,,none,289,↓,278.98
08-04-2024,ERROR,?,ERROR,none,2785587,127.x,94.4,???,230.01??
30/04/24,(182.81),NaN,NaN,ERROR,Null,210.x,low,↑,NaN
2024-02-26,NaN,201.0,?,297.78,{7530816},(233.95),5.69,Down,outlier
11/01/24,(247.79),216.9.0,250.8.1,164.02abc,2081316,ERROR,low,UP,NaN
19/03/24,(108.84),171.x,?,136.22,,226.96abc,45.8.x,Down,250.56??
01-02-2024,ERROR,189.99,ERROR,?,"6842107,abc",101.x,65.48.x,down,250.93
22-02-2024,195.51,?,107.9.1,274.x,"8049051,abc",?,60.74,↓,outlier
2024/03/27,144.x,(141.07),NaN,120.53abc,,NaN,33.93.x,Up,233.18
09-03-2024,215.x,221.03,241.2.8,?,Null,151.12,1311,Down,NaN
2024-03-20,106.97abc,?,ERROR,NaN,,(104.81),low,↓,244.79??
02-02-2024,155.x,?,?,none,4850794,none,82.39,↓,outlier
08-01-2024,129.x,241.x,NaN,140.27abc,5951868,115.x,low,↓,179.17
2024/01/30,none,270.16,212.06,none,7113277,188.5.1,16.57.x,???,NaN
16/03/24,?,?,119.82,298.x,"6791183,abc",ERROR,85.35,Down,NaN
22/03/24,ERROR,?,(180.6),(120.93),,?,18.89,↓,NaN
2024/04/04,133.18,258.1.7,(280.74),248.x,,?,none,↓,outlier
28-04-2024,(225.38),?,NaN,(136.44),{4493483},211.2.1,none,down,183.46
2024-01-16,NaN,253.35abc,NaN,none,{1026056},NaN,467,Up,218.83??
2024-01-13,287.x,102.98,(104.92),295.x,Null,253.6.7,640,UP,NaN
2024**04**05,223.5.2,NaN,ERROR,?,1599894units,(167.93),high,↓,outlier
2024-03-06,159.1.5,179.91,(147.85),?,,256.9.8,none,Up,176.37??
2024/03/22,ERROR,176.x,NaN,?,3013757units,105.x,none,Up,254.77
2024/03/21,(116.22),(185.6),ERROR,185.23abc,5536950,119.86,8.72.x,down,118.89
06-13-2024,292.78abc,204.x,280.6.9,NaN,,?,47.11.x,↓,109.57??
2024**04**05,?,NaN,266.5.1,none,Null,ERROR,?,Down,NaN
17/03/24,279.55abc,175.1,NaN,ERROR,,152.84,20.55,↓,125.68
2024**04**05,282.73,113.22,?,?,,212.x,205,UP,161.14??
2024/02/24,224.x,none,NaN,NaN,5279385units,120.3,53.26,Up,outlier
12-02-2024,(167.53),?,none,273.6.1,Null,NaN,95.24,UP,194.21
31-01-2024,165.x,274.2.1,(220.45),142.5.3,7405075units,ERROR,56.51.x,↑,228.96??
03/04/24,284.8.0,?,ERROR,NaN,,(277.73),high,↑,109.84??
2024/03/10,(175.31),106.x,none,none,"3606996,abc",(169.23),19.31,???,outlier
13/02/24,?,none,192.07abc,ERROR,Null,296.x,1453,UP,outlier
2024/02/24,238.x,292.77abc,NaN,190.x,Null,(174.61),1201,Down,outlier
2024/01/23,(116.18),151.x,194.51abc,153.x,"3901922,abc",164.x,none,↑,121.36
2024/03/31,272.8abc,165.4.5,281.x,206.58abc,Null,194.x,38.49,UP,266.29??
23-02-2024,(148.62),NaN,?,none,8326723units,NaN,low,Down,outlier
2024-02-01,(120.5),NaN,270.x,112.x,"5577473,abc",207.17abc,86.74,UP,244.68
2024/01/21,177.96abc,278.07abc,299.0.8,249.27abc,{6134782},ERROR,low,UP,163.02
22/03/24,?,?,213.2.0,103.3.9,8035888units,?,high,Down,245.14??
14/13/24,none,?,ERROR,190.1.5,,(230.86),none,Down,261.9??
15/02/24,(274.7),181.0.0,none,ERROR,"8395174,abc",NaN,99.13.x,???,198.2??
2024/04/22,178.52abc,?,(133.54),none,8935670,105.48abc,821,Down,outlier
2024-02-03,?,148.86abc,164.1,(281.59),{3079869},281.7.0,89.42.x,???,outlier
2024/04/05,ERROR,?,152.27abc,231.9.5,Null,215.2.6,high,down,NaN
2024/03/14,none,144.4.4,271.62abc,NaN,6392057units,NaN,55.17,Down,278.78??
2024/03/27,187.x,NaN,(181.67),(265.62),"2063695,abc",236.04,92.0,down,outlier
20/04/24,262.06,?,187.35,116.x,"2056266,abc",?,1049,↑,173.32
2024/01/05,none,?,none,168.x,Null,174.x,1134,↑,outlier
2024-04-03,262.22,none,218.05abc,NaN,"4167850,abc",(118.33),75.0.x,Up,213.28??
2024/02/03,(117.93),none,103.19abc,?,{3717168},(197.55),57.0,Up,255.33
2024-03-23,(224.04),217.12,182.69abc,?,2960764,169.99,?,↑,126.47
19/03/24,(248.62),168.x,ERROR,?,{3044112},none,81,Up,296.66??
10-03-2024,NaN,none,196.0.6,?,"3214936,abc",ERROR,high,Down,NaN
25/03/24,NaN,296.6abc,190.1.2,none,{8698171},(278.59),28.94.x,???,205.06
2024**04**05,?,193.x,117.x,(151.43),7085725,259.6.0,24.05,↑,101.48
2024/01/02,172.7.4,213.x,ERROR,?,,(188.09),145,↑,146.09
07-04-2024,ERROR,(215.43),none,ERROR,"5897365,abc",234.x,1069,down,223.34??
20/02/24,NaN,169.61,NaN,284.x,{4011259},(137.11),87.49.x,down,outlier
11-02-2024,101.x,none,255.53,?,"1883308,abc",ERROR,40.82.x,UP,NaN
2024-04-09,NaN,267.98abc,163.42abc,?,"7435722,abc",NaN,49.89,↓,NaN
2024-04-07,ERROR,130.x,(216.69),none,,?,1330,Up,outlier
2024/04/04,NaN,233.1.9,136.72abc,none,{4538511},NaN,68.67,Down,outlier
2024/03/14,NaN,?,239.08abc,255.65,,(174.89),high,???,outlier
18/01/24,NaN,219.2.7,NaN,none,6806791,?,96.54.x,↓,NaN
2024-03-16,none,158.1abc,NaN,279.x,Null,none,low,↑,190.73??
28/02/24,?,109.x,NaN,?,Null,none,30.23,down,115.18??
16-02-2024,NaN,216.33abc,?,ERROR,{5296686},276.x,87.43.x,↓,NaN
21/03/24,NaN,none,ERROR,253.49,Null,none,86.29,↓,113.26
2024-03-13,124.3.8,ERROR,119.58abc,(161.85),Null,136.x,low,↓,NaN
31-03-2024,NaN,ERROR,103.18abc,244.28abc,6896305units,NaN,-7,UP,292.45??
20-02-2024,224.69,ERROR,ERROR,ERROR,7507596,218.x,20.06,???,191.02??
11/03/24,NaN,?,ERROR,281.8.1,"7138487,abc",ERROR,80.09,UP,167.88
23-02-2024,?,NaN,ERROR,ERROR,"4986131,abc",?,182,down,NaN
19/04/24,128.x,none,NaN,ERROR,8312191,139.x,high,Down,259.25
2024/01/17,ERROR,245.9.6,none,none,8784480units,253.57abc,?,Up,outlier
2024/03/31,121.44abc,none,NaN,none,{7989573},(204.23),694,↑,265.4
2024/13/15,222.x,168.55abc,184.9.3,NaN,Null,ERROR,1134,↓,NaN
2024/02/25,?,194.34abc,145.4.1,218.25abc,,142.54,none,Down,291.93
09/03/24,none,270.34,125.x,?,Null,NaN,28.73,Up,outlier
18/01/24,(130.97),214.x,NaN,?,,218.x,37.06,↑,104.64
04-01-2024,169.x,none,237.x,ERROR,6890756,NaN,none,UP,260.43
2024-13-25,223.x,ERROR,NaN,ERROR,{4623288},263.34,13.9,Down,outlier
27-02-2024,168.4.0,125.4.3,(285.81),?,3927809,(116.42),115,Up,221.77??
24-13-2024,188.x,284.7.6,ERROR,(127.01),{2525178},ERROR,79.16,down,outlier
13/03/24,?,246.3.7,169.59,none,,(253.82),22.76,↑,211.5??
2024-01-14,(161.36),287.85,?,269.58,7105710,(113.11),6.45.x,UP,NaN
2024/01/22,115.x,NaN,none,169.x,{1085682},NaN,9.23,Up,113.46??
09-04-2024,281.1.1,165.x,ERROR,?,{4920311},149.54,97.42.x,down,259.98
05/02/24,(204.2),165.1.9,187.09,ERROR,2142287units,NaN,93.27.x,???,273.38
06/02/24,233.32,none,?,ERROR,{6541993},ERROR,227,↓,132.94
2024-03-07,?,216.83,243.56,298.91abc,"4835133,abc",227.x,510,↓,NaN
16/03/24,none,NaN,125.x,NaN,Null,?,827,???,261.23??
2024/03/23,?,232.91,(176.48),264.4.3,"4440599,abc",ERROR,?,UP,outlier
2024/01/19,282.x,ERROR,(141.44),ERROR,,241.43,225,↓,221.59
2024-04-09,(211.08),?,NaN,194.45abc,,(123.63),none,down,outlier
2024-01-17,182.73abc,272.4abc,(189.57),(167.72),Null,297.x,24.3.x,Down,outlier
18-04-2024,272.57abc,232.x,148.6,none,Null,233.3.0,12.12.x,Up,239.79??
2024/01/04,none,191.x,121.3.5,259.38,2563213,NaN,18.69.x,↓,NaN
2024/04/21,236.2.7,100.47abc,?,ERROR,{2314364},ERROR,high,UP,116.83
29-02-2024,110.55abc,none,214.96abc,173.13abc,7434456units,ERROR,174,↑,234.35??
12/03/24,199.68abc,223.16abc,126.91abc,NaN,6670678units,171.4abc,241,Down,outlier
2024-03-10,126.x,NaN,ERROR,251.x,"8021611,abc",ERROR,85.54,↑,NaN
2024-04-18,292.39abc,145.34,ERROR,228.24abc,Null,none,9.29.x,???,246.91
08-01-2024,none,?,289.97abc,?,"6136531,abc",234.76,none,↓,NaN
2024/03/05,none,118.14abc,212.0,(150.68),Null,?,659,Up,279.77
2024/01/01,100.35abc,ERROR,200.6.2,ERROR,,122.97,65.85,↑,126.87
2024-03-25,153.0abc,290.x,NaN,241.3.2,3565775units,NaN,low,UP,149.92??
2024-03-08,279.19,226.2.4,126.6.6,NaN,,none,470,↓,215.01
2024/01/08,238.7.6,280.19abc,271.52,none,1159933,226.x,926,???,221.56
30/03/24,(106.25),179.3.7,125.85,225.32,,173.x,low,down,150.46
2024/04/15,199.4.3,113.9.6,255.26abc,NaN,Null,NaN,76.85,down,249.48??
2024-04-24,282.23abc,156.0.2,265.64,(133.13),"4365396,abc",none,76.56.x,down,NaN
22-03-2024,NaN,none,none,NaN,"4573774,abc",none,high,↑,124.15
2024-02-13,255.x,?,NaN,269.51,,246.27abc,207,↑,NaN
03-04-2024,none,?,none,(272.38),"6007461,abc",100.6.8,high,UP,240.02??
11-04-2024,NaN,(152.12),186.x,155.35abc,4729361units,NaN,11.26,Down,217.39
29-04-2024,284.x,128.43,NaN,(263.11),1620244,none,103,↓,outlier
2024/04/07,NaN,(235.26),(227.33),NaN,"6797324,abc",200.x,12.34,???,175.06
2024-01-02,119.5.7,none,220.x,139.76abc,4685245,242.77,53.8.x,Up,108.68??
2024/04/18,192.5.1,ERROR,262.4.1,176.4.3,1716975,none,69.25,Up,NaN
2024/02/17,none,?,161.94abc,242.3.4,Null,275.x,113,Down,outlier
16-04-2024,ERROR,241.x,ERROR,(224.22),"3391292,abc",?,26.78.x,down,260.58??
20/02/24,?,275.98,281.72abc,(267.55),Null,ERROR,none,Up,outlier
22-04-2024,220.3.0,126.8.8,267.4.5,160.x,8807186,158.0.6,721,↑,outlier
2024/03/02,ERROR,182.2.6,none,?,"1429898,abc",(230.55),92.52,Up,197.01??
09-04-2024,ERROR,?,(264.15),ERROR,,125.x,15.13.x,↑,156.23
07-03-2024,235.9.2,?,223.49,295.0.4,2369217units,103.02abc,?,down,NaN
30/01/24,160.57abc,144.3.5,ERROR,NaN,Null,?,?,↑,100.4
19/02/24,ERROR,(172.12),none,104.88,"5692036,abc",226.61,1458,↑,outlier
2024-02-04,ERROR,ERROR,ERROR,?,7534534,185.x,65.84.x,down,NaN
2024/01/21,?,ERROR,205.x,270.16abc,,none,28.3.x,UP,NaN
2024/03/07,?,143.72,162.66,(144.42),6804081,227.71,none,↑,214.92??
16/03/24,243.0.0,none,NaN,183.4.6,4738980units,251.2.2,2.68,down,outlier
2024-03-16,NaN,(237.76),267.3.2,204.92abc,Null,229.5.8,high,???,196.18??
2024**04**05,?,none,?,172.x,"8905631,abc",NaN,high,down,113.47??
2024-01-17,105.x,116.x,243.x,ERROR,,223.1abc,low,down,297.06
22-03-2024,NaN,262.1.4,NaN,none,"5875965,abc",244.x,high,↑,287.33??
2024-03-15,284.27abc,162.5.6,?,114.x,"6303859,abc",none,29.1,UP,161.18??
13/01/24,NaN,185.0.7,NaN,NaN,8620414units,138.44abc,31.26,down,outlier
17/04/24,248.x,(234.17),169.16,(215.78),Null,?,342,down,outlier
09-04-2024,229.65abc,none,101.x,257.2abc,,(237.14),14.42.x,Up,289.52??
11-04-2024,242.62abc,ERROR,201.2.4,none,"1551905,abc",108.57abc,410,Down,outlier
31/01/24,252.x,(136.74),?,(257.75),"2313447,abc",?,45.04,???,168.09??
2024-04-06,NaN,279.86abc,?,NaN,4375141,?,102,↓,outlier
2024-03-19,?,155.x,154.8.4,?,4751566units,NaN,?,???,287.85??
10-02-2024,NaN,(205.47),164.54,(270.41),{3315213},164.72,645,↓,NaN
2024-02-26,297.1.8,223.0.3,ERROR,258.82,8665427,229.55abc,47.15,↓,NaN
10/03/24,ERROR,297.68abc,none,(292.5),,none,18.52,UP,outlier
21/02/24,298.26,none,229.23,NaN,"3997597,abc",none,1078,Up,outlier
2024/01/12,153.5abc,140.x,?,117.x,3673930units,282.x,72.66,Up,204.9
2024-04-17,120.5.0,ERROR,NaN,(227.7),Null,?,53.37,↓,outlier
2024/02/25,211.x,(153.98),?,ERROR,5893039units,NaN,45.17,↑,NaN
30-04-2024,294.0,NaN,ERROR,?,"5405859,abc",239.69,527,↑,outlier
2024-02-29,186.x,203.96abc,163.x,281.01abc,2437037,?,none,↓,NaN
2024-01-13,ERROR,ERROR,?,110.06,{7355288},(231.24),1244,UP,151.84
2024/04/08,(141.0),245.94abc,?,none,{7638945},(211.71),387,???,201.93??
02/01/24,(299.68),?,none,107.66abc,{7723330},228.x,?,???,outlier
2024/02/29,NaN,?,118.x,NaN,,(231.2),1275,???,NaN
